Data;Fornecedor;NomeComercial;Categoria;LojaEntreposto;CodArtigo;DscArtigo;Ean;VPN;TipoArtigo;Marca;Coleccao;Quant;Valor;Column1
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L3626 - WLS ALFORNELOS;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;1;15,99;WLS ALFORNELOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0884 - WLS TOMAR;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;39;439,57;WLS TOMAR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0754 - WLS VALBOM;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;7;101,92;WLS VALBOM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0883 - WLS TORRES NOVAS MDL;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;4;21,96;WLS TORRES NOVAS MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0760 - WLS ANTAS;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;8;64;WLS ANTAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0697 - WLS ALCOBAÇA;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;20;179,8;WLS ALCOBAÇA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0886 - WLS ÉVORA;8190317;VICKS XAROPE ANTITÚSSICO MEL 180ML;8700216325448;-1;Permanente;VICKS;;1;10,99;WLS ÉVORA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5085 - WLS PONTE DA BARCA;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;2;31,6;WLS PONTE DA BARCA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5740 - WLS FRANCELOS;8514869;CLEARBLUE TESTE OVULAÇÃO 20UN;8700216936583;-1;Permanente;CLEARBLUE;;1;38,5;WLS FRANCELOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L7354 - WLS Fernão Ornelas;8181976;KUKIDENT PRO ULTIMATE SEM SABOR 40G;8700216366908;-1;Permanente;KUKIDENT;;1;13,49;WLS Fernão Ornelas
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L9070 - WLS BAIXA BANHEIRA;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;5;44,9;WLS BAIXA BANHEIRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L5087 - WLS CALDAS TAIPAS;8094748;ELAS 50G;8006540730607;-1;Permanente;ELAS;;2;17,58;WLS CALDAS TAIPAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0767 - WLS COIMBRA SHOPPING;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;3;30,57;WLS COIMBRA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1838 - WLS MONUMENTAL;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;4;21,96;WLS MONUMENTAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3625 - WLS ARRUDA DOS VINHO;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;3;28,35;WLS ARRUDA DOS VINHO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3161 - WLS PADRAO DA LEGUA;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;1;21,63;WLS PADRAO DA LEGUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L8461 - WLS STA MARIA LAMAS;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;24;215,76;WLS STA MARIA LAMAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1172 - WLS TORRES NOVAS CNT;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;5;27,45;WLS TORRES NOVAS CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L2297 - WLS SEMINÁRIO;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;5;53,45;WLS SEMINÁRIO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0754 - WLS VALBOM;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;2;31,6;WLS VALBOM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0776 - WLS MADEIRA SHOPPING;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;10;285;WLS MADEIRA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0449 - WLS VILA REAL;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;2;43,26;WLS VILA REAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0749 - WLS BRG AV LIBERDADE;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;9;80,91;WLS BRG AV LIBERDADE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0884 - WLS TOMAR;8094748;ELAS 50G;8006540730607;-1;Permanente;ELAS;;4;35,16;WLS TOMAR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3772 - WLS ELIAS GARCIA;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;2;9,9;WLS ELIAS GARCIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L1623 - WLS ÍLHAVO;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;1;8,36;WLS ÍLHAVO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1141 - WLS GAIA JARDIM;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;1;5,49;WLS GAIA JARDIM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0486 - WLS GAIA CNT;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;50;449,5;WLS GAIA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1522 - WLS FARO MDL;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;3;34,77;WLS FARO MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4973 - WLS C BR CARAPALHA;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;1;10,69;WLS C BR CARAPALHA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L7423 - WLS VILA VERDE;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;1;17,13;WLS VILA VERDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4822 - WLS LEÇA PALMEIRA G;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;4;57,12;WLS LEÇA PALMEIRA G
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0896 - WLS OURÉM;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;1;10,19;WLS OURÉM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4250 - WLS CALDAS CBD;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;1;11,99;WLS CALDAS CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L7354 - WLS Fernão Ornelas;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;1;11,99;WLS Fernão Ornelas
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0958 - WLS MAIA SHOPPING;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;7;143,85;WLS MAIA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L7354 - WLS Fernão Ornelas;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;1;15,99;WLS Fernão Ornelas
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L4250 - WLS CALDAS CBD;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;3;47,97;WLS CALDAS CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0961 - WLS Aveiro Rua;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;2;31,6;WLS Aveiro Rua
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3611 - WLS LOURES SHOPPING;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;4;67,16;WLS LOURES SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L3019 - WLS LOUSADA;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;3;25,08;WLS LOUSADA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L0767 - WLS COIMBRA SHOPPING;8423873;ZZZQUIL TIRAS NASAIS 26UN;7494625;-1;Permanente;ZZZQUIL;;2;49,98;WLS COIMBRA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0914 - WLS GUARDA MDL;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;3;16,47;WLS GUARDA MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5485 - WLS T VEDRAS CBD;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;5;59,95;WLS T VEDRAS CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L3624 - WLS CAMPO MAIOR;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;4;33,44;WLS CAMPO MAIOR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L4462 - WLS CRUZ DE PAU;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;27;242,73;WLS CRUZ DE PAU
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0758 - WLS GRÂNDOLA;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;3;43,68;WLS GRÂNDOLA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0738 - WLS VILA FRANCA XIRA;8514869;CLEARBLUE TESTE OVULAÇÃO 20UN;8700216936583;-1;Permanente;CLEARBLUE;;2;77;WLS VILA FRANCA XIRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0771 - WLS BEJA CNT;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;6;129,78;WLS BEJA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L5730 - WLS ARMAÇÃO PÊRA;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;4;57,12;WLS ARMAÇÃO PÊRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L5487 - WLS CAMPO 24 AGOSTO;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;4;86,52;WLS CAMPO 24 AGOSTO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L6154 - CBD RP MATOSINHOS;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;4;45,2;CBD RP MATOSINHOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3016 - WLS VAGOS;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;2;9,9;WLS VAGOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L1153 - WLS TAVIRA GRAN PLZA;8423873;ZZZQUIL TIRAS NASAIS 26UN;7494625;-1;Permanente;ZZZQUIL;;1;24,99;WLS TAVIRA GRAN PLZA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3632 - WLS AVANCA;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;3;29,1;WLS AVANCA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0673 - WLS VIVEIROS;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;1;13,49;WLS VIVEIROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L8464 - WLS BUARCOS;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;2;9,9;WLS BUARCOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0488 - WLS AMADORA;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;23;125,72;WLS AMADORA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L2844 - WLS MINHO CENTER;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;2;29,12;WLS MINHO CENTER
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L1152 - WLS MIRA MAIA;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;23;259,9;WLS MIRA MAIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3622 - WLS LISBOA MARECHAL;8190317;VICKS XAROPE ANTITÚSSICO MEL 180ML;8700216325448;-1;Permanente;VICKS;;1;10,99;WLS LISBOA MARECHAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L1208 - WLS MAIA JARDIM;8094748;ELAS 50G;8006540730607;-1;Permanente;ELAS;;2;17,58;WLS MAIA JARDIM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1528 - WLS FÁTIMA;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;9;80,82;WLS FÁTIMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3767 - WLS ARRÁBIDA SHOP;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;1;15,8;WLS ARRÁBIDA SHOP
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5088 - WLS ASPRELA;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;4;54,4;WLS ASPRELA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0733 - WLS CANTANHEDE;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;1;16,79;WLS CANTANHEDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L8462 - WLS MONTE CAPARICA;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;5;71,4;WLS MONTE CAPARICA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0883 - WLS TORRES NOVAS MDL;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;8;39,6;WLS TORRES NOVAS MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0025 - WLS VALONGO II;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;6;97,38;WLS VALONGO II
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0772 - WLS ESPOSENDE;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;3;32,07;WLS ESPOSENDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0774 - WLS MOITA;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;3;43,68;WLS MOITA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L6215 - WLS SETÚBAL;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;3;32,97;WLS SETÚBAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0673 - WLS VIVEIROS;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;1;8;WLS VIVEIROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1151 - WLS MAFRA MDL;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;4;86,52;WLS MAFRA MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0766 - WLS VASCO DA GAMA;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;22;659,78;WLS VASCO DA GAMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0775 - WLS PINHAL NOVO;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;10;90;WLS PINHAL NOVO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0755 - WLS LEIRIA SHOPPING;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;6;87,36;WLS LEIRIA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0775 - WLS PINHAL NOVO;7397721;KUKIDENT PRO FIXAÇÃO DIA SABOR FRESC 70G;8700216596541;-1;Permanente;KUKIDENT;;3;43,68;WLS PINHAL NOVO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3571 - WLS SÃO MARCOS;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;3;35,97;WLS SÃO MARCOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L2844 - WLS MINHO CENTER;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;3;47,4;WLS MINHO CENTER
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0746 - WLS MARINHA GRANDE;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;6;32,94;WLS MARINHA GRANDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L5648 - WLS LEIRIA MARRAZES;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;1;8,36;WLS LEIRIA MARRAZES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L1152 - WLS MIRA MAIA;8094748;ELAS 50G;8006540730607;-1;Permanente;ELAS;;1;8,79;WLS MIRA MAIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1838 - WLS MONUMENTAL;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;6;29,7;WLS MONUMENTAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0484 - WLS FORUM COIMBRA;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;6;80,94;WLS FORUM COIMBRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3233 - WLS ESTORIL;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;15;324,45;WLS ESTORIL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L5090 - WLS VALENÇA;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;31;276,89;WLS VALENÇA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0485 - WLS TELHEIRAS;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;4;43,96;WLS TELHEIRAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1172 - WLS TORRES NOVAS CNT;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;2;9,9;WLS TORRES NOVAS CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1147 - WLS OLIVEIRA AZEMEIS;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;1;14,56;WLS OLIVEIRA AZEMEIS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0719 - WLS CALDAS MDL;8016260;ZZZQUIL SPRAY ORAL SONO 30ML;7532259;-1;Permanente;ZZZQUIL;;4;78,28;WLS CALDAS MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0774 - WLS MOITA;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;1;15,8;WLS MOITA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L2432 - WLS AVENIDA ROMA;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;9;122,4;WLS AVENIDA ROMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3801 - WLS T VEDRAS RUA;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;5;40;WLS T VEDRAS RUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L9085 - WLS BEJA RETAIL;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;3;40,8;WLS BEJA RETAIL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3393 - WLS ESPINHO;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;1;5,49;WLS ESPINHO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4992 - WLS ODIÁXERE;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;1;10,19;WLS ODIÁXERE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1141 - WLS GAIA JARDIM;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;4;19,8;WLS GAIA JARDIM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L3004 - WLS PORTO DE MÓS;8608737;VICKS PROTEÇÃO 20ML;8006530130622;-1;Permanente;VICKS;;1;9,5;WLS PORTO DE MÓS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L8944 - WLS ALPENDURADA;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;2;19,4;WLS ALPENDURADA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0083 - WLS MEM MARTINS;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;9;49,41;WLS MEM MARTINS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3663 - WLS CARNAXIDE;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;1;11,99;WLS CARNAXIDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0757 - WLS REGUENGOS;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;1;14,28;WLS REGUENGOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0755 - WLS LEIRIA SHOPPING;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;2;31,6;WLS LEIRIA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3161 - WLS PADRAO DA LEGUA;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;9;151,11;WLS PADRAO DA LEGUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4993 - WLS VILA CONDE CBD;7009062;IRRIGADOR AQUA CARE ORAL B UN;4210201436294;-1;Permanente;ORAL-B;;1;107,99;WLS VILA CONDE CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L9084 - WLS BREJOS AZEITÃO;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;7;119,91;WLS BREJOS AZEITÃO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L5085 - WLS PONTE DA BARCA;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;2;43,26;WLS PONTE DA BARCA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0733 - WLS CANTANHEDE;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;5;149,95;WLS CANTANHEDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L3663 - WLS CARNAXIDE;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;2;31,98;WLS CARNAXIDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0089 - WLS MAFRA CNT;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;6;81,6;WLS MAFRA CNT
