Data;Fornecedor;NomeComercial;Categoria;LojaEntreposto;CodArtigo;DscArtigo;Ean;VPN;TipoArtigo;Marca;Coleccao;Quant;Valor;Column1
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0791 - WLS GAFANHA NAZARÉ;8094748;ELAS 50G;8006540730607;-1;Permanente;ELAS;;3;26,37;WLS GAFANHA NAZARÉ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L5086 - WLS ERICEIRA;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;6;171;WLS ERICEIRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0673 - WLS VIVEIROS;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;3;64,89;WLS VIVEIROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0697 - WLS ALCOBAÇA;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;1;9;WLS ALCOBAÇA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1140 - WLS TAPADA MERCÊS;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;2;9,9;WLS TAPADA MERCÊS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1031 - WLS STO ANT CAVALEIR;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;13;205,4;WLS STO ANT CAVALEIR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1211 - WLS LAGOS;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;16;155,2;WLS LAGOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5877 - WLS GUARDA CBD;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;1;14,56;WLS GUARDA CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L8461 - WLS STA MARIA LAMAS;7673167;ZZZQUILL MANGA BANANA 30 GOMAS;7492611;-1;Permanente;ZZZQUIL;;1;12,62;WLS STA MARIA LAMAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3632 - WLS AVANCA;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;2;31,6;WLS AVANCA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0086 - WLS S JOÃO TALHA;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;2;20,38;WLS S JOÃO TALHA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1153 - WLS TAVIRA GRAN PLZA;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;7;94,43;WLS TAVIRA GRAN PLZA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3082 - WLS 5 OUTUBRO;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;5;142,5;WLS 5 OUTUBRO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L6085 - WLS CARTAXO;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;1;14,28;WLS CARTAXO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4901 - WLS FARO BOM JOÃO;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;2;17,96;WLS FARO BOM JOÃO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5648 - WLS LEIRIA MARRAZES;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;2;20,38;WLS LEIRIA MARRAZES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0719 - WLS CALDAS MDL;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;3;32,97;WLS CALDAS MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0760 - WLS ANTAS;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;6;100,74;WLS ANTAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0486 - WLS GAIA CNT;7673167;ZZZQUILL MANGA BANANA 30 GOMAS;7492611;-1;Permanente;ZZZQUIL;;1;18,03;WLS GAIA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L5482 - WLS GAIA SHOPPING;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;8;39,6;WLS GAIA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0339 - WLS LA VIE GUARDA;8190317;VICKS XAROPE ANTITÚSSICO MEL 180ML;8700216325448;-1;Permanente;VICKS;;4;43,96;WLS LA VIE GUARDA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L8465 - WLS BARCELOS ROTUNDA;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;3;43,68;WLS BARCELOS ROTUNDA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L0450 - WLS ALGARVE SHOPPING;8190358;VICKS TOSSE NATURA 140ML;8700216421546;-1;Permanente;VICKS;;4;47,8;WLS ALGARVE SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3801 - WLS T VEDRAS RUA;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;4;86,52;WLS T VEDRAS RUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L2432 - WLS AVENIDA ROMA;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;4;34,95;WLS AVENIDA ROMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0749 - WLS BRG AV LIBERDADE;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;4;36;WLS BRG AV LIBERDADE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3622 - WLS LISBOA MARECHAL;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;3;30,57;WLS LISBOA MARECHAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0088 - WLS AVEIRO CENTER;8016260;ZZZQUIL SPRAY ORAL SONO 30ML;7532259;-1;Permanente;ZZZQUIL;;3;58,71;WLS AVEIRO CENTER
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3229 - WLS VFXIRA HOSPITAL;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;1;4,95;WLS VFXIRA HOSPITAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1153 - WLS TAVIRA GRAN PLZA;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;6;48;WLS TAVIRA GRAN PLZA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5877 - WLS GUARDA CBD;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;1;15,8;WLS GUARDA CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1143 - WLS FORUM MONTIJO;8486814;RECARGA IO ULTIMATE CLEAN BR ORAL-B 4UN;8700216195829;-1;Permanente;ORAL-B;;2;75,98;WLS FORUM MONTIJO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4819 - WLS CABECEIRAS BASTO;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;1;14,28;WLS CABECEIRAS BASTO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L3465 - WLS BELAS;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;45;508,5;WLS BELAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0486 - WLS GAIA CNT;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;3;27;WLS GAIA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0484 - WLS FORUM COIMBRA;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;5;108,15;WLS FORUM COIMBRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0089 - WLS MAFRA CNT;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;1;9,45;WLS MAFRA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L7718 - WLS CANEÇAS;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;4;35,92;WLS CANEÇAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4461 - WLS SEIA;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;1;10,99;WLS SEIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5087 - WLS CALDAS TAIPAS;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;2;21,38;WLS CALDAS TAIPAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5492 - WLS ALMADA RUA;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;3;43,68;WLS ALMADA RUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0765 - WLS MATOSINHOS;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;2;57;WLS MATOSINHOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L5086 - WLS ERICEIRA;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;15;169,5;WLS ERICEIRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3193 - CBD OLIVEIRA HOSPITA;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;1;8,98;CBD OLIVEIRA HOSPITA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L2800 - WLS COIMBRA EIRAS;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;4;57,12;WLS COIMBRA EIRAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L8465 - WLS BARCELOS ROTUNDA;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;3;47,4;WLS BARCELOS ROTUNDA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0884 - WLS TOMAR;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;11;117,59;WLS TOMAR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L3082 - WLS 5 OUTUBRO;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;20;226;WLS 5 OUTUBRO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1623 - WLS ÍLHAVO;8190317;VICKS XAROPE ANTITÚSSICO MEL 180ML;8700216325448;-1;Permanente;VICKS;;1;10,99;WLS ÍLHAVO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L8944 - WLS ALPENDURADA;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;5;79;WLS ALPENDURADA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0760 - WLS ANTAS;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;3;89,97;WLS ANTAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4462 - WLS CRUZ DE PAU;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;3;27;WLS CRUZ DE PAU
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L2844 - WLS MINHO CENTER;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;10;54,9;WLS MINHO CENTER
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L5088 - WLS ASPRELA;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;2;17,98;WLS ASPRELA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5492 - WLS ALMADA RUA;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;1;15,8;WLS ALMADA RUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0486 - WLS GAIA CNT;8448093;ESCOVA ELÉTRIC LABORATORY IO2 AZ ORAL-B;8700216615396;-1;Permanente;ORAL-B;;2;149,98;WLS GAIA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L9775 - WLS ESMORIZ;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;7;199,5;WLS ESMORIZ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0773 - WLS NAZARÉ;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;3;28,35;WLS NAZARÉ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0794 - WLS S FELIX MARINHA;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;2;28,56;WLS S FELIX MARINHA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5491 - WLS OLHÃO CBD;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;3;29,1;WLS OLHÃO CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0754 - WLS VALBOM;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;5;24,75;WLS VALBOM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0763 - WLS OVAR CNT;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;6;54;WLS OVAR CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0774 - WLS MOITA;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;11;60,39;WLS MOITA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L9784 - WLS SOBRAL MT AGRACO;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;10;90;WLS SOBRAL MT AGRACO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0767 - WLS COIMBRA SHOPPING;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;9;91,71;WLS COIMBRA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1332 - WLS TONDELA;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;1;9,45;WLS TONDELA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0766 - WLS VASCO DA GAMA;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;10;141,37;WLS VASCO DA GAMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0755 - WLS LEIRIA SHOPPING;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;18;98,82;WLS LEIRIA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0765 - WLS MATOSINHOS;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;38;428,27;WLS MATOSINHOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0836 - WLS BRAGA FROSSOS;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;6;54;WLS BRAGA FROSSOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3624 - WLS CAMPO MAIOR;8190317;VICKS XAROPE ANTITÚSSICO MEL 180ML;8700216325448;-1;Permanente;VICKS;;3;32,97;WLS CAMPO MAIOR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0765 - WLS MATOSINHOS;8432069;KUKIDENT PRO ULTIMATE S/SABOR 57G OF CX;8700216920933;-1;Promocional;KUKIDENT;;3;53,82;WLS MATOSINHOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0836 - WLS BRAGA FROSSOS;7397721;KUKIDENT PRO FIXAÇÃO DIA SABOR FRESC 70G;8700216596541;-1;Permanente;KUKIDENT;;2;29,12;WLS BRAGA FROSSOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1154 - WLS BARREIRO CNT;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;12;108;WLS BARREIRO CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3625 - WLS ARRUDA DOS VINHO;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;1;9;WLS ARRUDA DOS VINHO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0408 - WLS RIO TINTO;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;2;29,12;WLS RIO TINTO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1154 - WLS BARREIRO CNT;7397721;KUKIDENT PRO FIXAÇÃO DIA SABOR FRESC 70G;8700216596541;-1;Permanente;KUKIDENT;;5;72,8;WLS BARREIRO CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4944 - WLS ERMESINDE;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;1;10,19;WLS ERMESINDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4992 - WLS ODIÁXERE;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;3;40,47;WLS ODIÁXERE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L9085 - WLS BEJA RETAIL;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;29;259,81;WLS BEJA RETAIL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L2432 - WLS AVENIDA ROMA;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;8;71,92;WLS AVENIDA ROMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1142 - WLS AVINTES;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;2;20,38;WLS AVINTES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1158 - WLS RÉGUA;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;6;53,88;WLS RÉGUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1249 - WLS BRAGANÇA;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;4;36;WLS BRAGANÇA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5408 - WLS BRAGA QT PORTA;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;1;13,6;WLS BRAGA QT PORTA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0896 - WLS OURÉM;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;2;20,38;WLS OURÉM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1249 - WLS BRAGANÇA;7397721;KUKIDENT PRO FIXAÇÃO DIA SABOR FRESC 70G;8700216596541;-1;Permanente;KUKIDENT;;1;14,56;WLS BRAGANÇA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0781 - WLS PORTIMÃO SHOP;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;9;121,41;WLS PORTIMÃO SHOP
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0089 - WLS MAFRA CNT;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;20;179,8;WLS MAFRA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1710 - WLS Garrett;8432067;KUKIDENT PRO ULTIMATE S/SABOR 40G DUO PA;8006530008488;-1;Promocional;KUKIDENT;;1;22,49;WLS Garrett
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L9775 - WLS ESMORIZ;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;18;203,4;WLS ESMORIZ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0733 - WLS CANTANHEDE;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;3;42,84;WLS CANTANHEDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L4992 - WLS ODIÁXERE;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;4;32;WLS ODIÁXERE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1156 - WLS SESIMBRA;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;9;151,11;WLS SESIMBRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L0488 - WLS AMADORA;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;4;33,44;WLS AMADORA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L7122 - WLS CHAVES CBD;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;3;27;WLS CHAVES CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0025 - WLS VALONGO II;2999157;ILVICO N 20 CP DOR E FEBRE;8665604;-1;Permanente;ILVICO;;38;341,62;WLS VALONGO II
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0792 - WLS SILVES;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;1;15,99;WLS SILVES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L3004 - WLS PORTO DE MÓS;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;4;33,44;WLS PORTO DE MÓS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L7423 - WLS VILA VERDE;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;1;14,56;WLS VILA VERDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L4819 - WLS CABECEIRAS BASTO;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;1;28,5;WLS CABECEIRAS BASTO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3209 - WLS PAREDE;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;2;43,26;WLS PAREDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0771 - WLS BEJA CNT;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;2;18,9;WLS BEJA CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L0083 - WLS MEM MARTINS;6910255;DODOT PRO SENSITIVE T2 36UN;8001841013886;-1;Permanente;DODOT;;1;12,99;WLS MEM MARTINS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L5487 - WLS CAMPO 24 AGOSTO;2999073;CEBION VITAMINA C 20 COMPS. EFERVESCENTE;7357186;-1;Permanente;CEBION;;2;18,9;WLS CAMPO 24 AGOSTO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L4767 - WLS V REAL STO ANT;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;8;170,88;WLS V REAL STO ANT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0447 - WLS COVILHA SHOPPING;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;9;44,55;WLS COVILHA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3622 - WLS LISBOA MARECHAL;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;12;116,4;WLS LISBOA MARECHAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1349 - WLS FAMALICÃO RUA;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;1;5,49;WLS FAMALICÃO RUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5485 - WLS T VEDRAS CBD;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;3;50,37;WLS T VEDRAS CBD
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L5408 - WLS BRAGA QT PORTA;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;7;119,91;WLS BRAGA QT PORTA
