Store Banner;Store Channel;Store Name;Month (Real);Product Group 2;Brand;Cust Item Number;Source Item GTIN;Product Name;POS Unit Sales;Pos Value Sales
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;Oral Care;Oral-B;5386943;08001841811840;ORAL-B PRO-EXPERT LIMPEZA PROFUNDA 75ML;1;3,99
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;Oral Care;Oral-B;5609762;08001841811888;ORAL-B PRO-EXPERT FRESCURA SAUDAVEL 75ML;2;7,98
WELLS;ECOMMERCE;WELLS ONLINE;2026M04;Oral Care;Oral-B;4949749;08001841812007;ORAL B  PROEXP SENS 75ML IB GR;10;39,9
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;Oral Care;Oral-B;4949749;08001841812007;ORAL B  PROEXP SENS 75ML IB GR;1;3,99
WELLS;PHARMA;WLS PORTELA SHOP;2026M04;Oral Care;Oral-B;7834724;08006540882603;Oral-B Pasta Dentífrica 3D White Express Brilho Fresco 75ml;1;5,99
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;;;7525515;02100128668521;TAMP C/APLICADOR TAMPAX COMPAK SUPE 32UN;1;5,99
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;Oral Care;Oral-B;6928401;08001090989680;ORAL-B COMPL ANTI CARIES 75ML;1;2,99
WELLS;ECOMMERCE;WELLS ONLINE;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;180;885,64
WELLS;PHARMA;WLS 5 OUTUBRO;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;11;59,84
WELLS;PHARMA;WLS MAIA;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;7;34,58
WELLS;PHARMA;WLS GAIA CNT;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;6;32,39
WELLS;PHARMA;WELLS CRUZ DE PAU;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;5;26,9
WELLS;PHARMA;WLS S.JOÃO TALHA;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;6;31,84
WELLS;PHARMA;WLS LAGOS;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;9;48,86
WELLS;PHARMA;WLS COIMBRA (MCH);2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;15;81,8
WELLS;PHARMA;WLS STRADA OUTLET;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;11;54,34
WELLS;PHARMA;WLS SEIXAL;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;25;136,7
WELLS;PHARMA;WLS PORTELA SHOP;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;10;54,35
WELLS;PHARMA;WLS LAVRA;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;1;4,94
WELLS;PHARMA;WLS SETÚBAL;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;11;59,84
WELLS;PHARMA;WLS LOUSADA;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;3;15,92
WELLS;PHARMA;WLS MAFRA CNT;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;5;26,9
WELLS;PHARMA;WLS AMADORA;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;23;125,72
WELLS;PHARMA;WLS Aveiro Rua;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;5;26,9
WELLS;PHARMA;WLS FORUM MONTIJO;2026M04;Oral Care;Oral-B;3580611;08700216539005;Oral-B Fio Dentário Superfloss 50m;17;92,78
WELLS;PHARMA;WLS BPLANET BARREIRO;2026M04;Oral Care;Oral-B;7224751;08001841490038;OB SENSIBILIDADE E GENIGIVAS CALM BRANQUEADORA 75ML;1;4,99
WELLS;PHARMA;WLS PORTELA SHOP;2026M04;Oral Care;Oral-B;7740962;08001090558947;Oral-B Pasta Dentífrica Pro-Expert Advanced Science Branqueamento 75ml;1;4,99
WELLS;PHARMA;WLS AQUA PORTIMAO;2026M04;Oral Care;Oral-B;4011903;03014260776756;ESC.ORAL-B PROEXPERT CROSSACTION MÉDIA;1;4,99
WELLS;PHARMA;WLS PORTELA SHOP;2026M04;Oral Care;Oral-B;5724322;08006540882436;Oral-B Pasta Dentífrica 3D White Luxe Perfeição 75ml;1;4,99
WELLS;PHARMA;WLS BPLANET BARREIRO;2026M04;Oral Care;Oral-B;4950624;03014260004040;ESCOVA ORAL-B MANUAL PRO-FLEX 38 MÉDIA;1;4,99
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;Oral Care;Oral-B;6303767;08006540087701;OB GUM & E RPR ORIGINAL 75ML IB;2;9,98
WELLS;PHARMA;WLS STRADA OUTLET;2026M04;Oral Care;Oral-B;7725178;08006540344019;ORAL-B PASTA GENGIVAS BRANQUEAMENTO ANTIBACTERIANA 75ML;2;9,98
WELLS;PHARMA;WLS AV ROMA II;2026M04;Oral Care;Oral-B;4011903;03014260776756;ESC.ORAL-B PROEXPERT CROSSACTION MÉDIA;1;4,99
WELLS;PHARMA;WLS STRADA OUTLET;2026M04;Oral Care;Oral-B;3068369;03014260319557;ORAL-B ESCOVA PRO-EXPERT PULSAR 35M;1;5,59
WELLS;PHARMA;WLS SOBREDA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;14;125,86
WELLS;PHARMA;WELLS Malveira;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;12;107,88
WELLS;PHARMA;WLS ESMORIZ;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;42;377,58
WELLS;PHARMA;WLS BEJA RETAIL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;259,81
WELLS;PHARMA;WELLS S JOAO MADEIRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;178,9
WELLS;PHARMA;WLS BUARCOS FIG FOZ;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;9;80,91
WELLS;PHARMA;WLS UBBO AMADORA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;30;268,8
WELLS;PHARMA;WLS CANEÇAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;24;214,86
WELLS;PHARMA;WLS MONTEMOR NOVO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;17;152,83
WELLS;PHARMA;WLS SANTIAGO CACEM;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;24;213,06
WELLS;PHARMA;WLS VIA CATARINA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS LOULÉ MDL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;33;296,67
WELLS;PHARMA;WLS SETÚBAL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;35;314,65
WELLS;PHARMA;WLS Odivelas D.Dinis;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;6;53,94
WELLS;PHARMA;WLS SEIXAL RP;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;178,9
WELLS;PHARMA;WLS QUINTA MARQUES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;11;98,89
WELLS;PHARMA;WELLS SANTO ANDRE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;13;116,87
WELLS;PHARMA;WELLS ALMADA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;4;35,96
WELLS;PHARMA;WLS TORRES V ARENES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WELLS TRINDADE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;10;89,9
WELLS;PHARMA;WLS SALDANHA RESIDEN;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;15;134,85
WELLS;PHARMA;WLS ALPIARÇA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;10;89,9
WELLS;PHARMA;WELLS CALDAS TAIPAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WLS ALGES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;14;125,86
WELLS;PHARMA;WLS VILA CONDE BD;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;27;242,73
WELLS;PHARMA;WLS ODIAXERE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;37;332,63
WELLS;PHARMA;WLS TORRES VEDRAS II;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;10;89,9
WELLS;PHARMA;WELLS ALBERGARIA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WLS FARO MONTENEGRO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;13;116,87
WELLS;PHARMA;WLS LISBOA MARECHAL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS LOURES SHOP II;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WELLS AVEIRO ESTACAO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;26;233,74
WELLS;PHARMA;WLS GRIJÓ;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;143,84
WELLS;PHARMA;WLS BOUCINHAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;26;231,94
WELLS;PHARMA;WLS PORTO DE MÓS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;143,84
WELLS;PHARMA;WLS - PENAFIEL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;50;448,6
WELLS;PHARMA;WLS ILHAVO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;31;276,89
WELLS;PHARMA;WLS PORTO ALTO II;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;33;296,67
WELLS;PHARMA;WLS OLHÃO (MDL);2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;15;134,85
WELLS;PHARMA;WLS FARO (MDL);2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WELLS TONDELA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;223,85
WELLS;PHARMA;WLS SINES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;23;205,87
WELLS;PHARMA;WLS QUARTEIRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;31;276,89
WELLS;PHARMA;WLS RIO MAIOR;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;18;161,82
WELLS;PHARMA;WLS TORRES NOVAS CNT;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS MONTELAVAR;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WLS REGUA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS SESIMBRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;21;188,79
WELLS;PHARMA;WLS PAÇOS FERREIRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;26;233,74
WELLS;PHARMA;WLS Aveiro Rua;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;143,84
WELLS;PHARMA;WLS GUARDA MH;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;143,84
WELLS;PHARMA;WLS T.NOVAS MDL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WLS BRAGA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS S.FELIX MARINHA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;30;269,7
WELLS;PHARMA;WLS SILVES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;17;152,83
WELLS;PHARMA;WLS PORTIMÃO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;39;350,61
WELLS;PHARMA;WLS ESPOSENDE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;18;161,82
WELLS;PHARMA;WLS CASCAIS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS ANTAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;27;242,73
WELLS;PHARMA;WLS GRANDOLA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;28;251,72
WELLS;PHARMA;WLS REGUENGOS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WLS FUNDÃO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS ALMEIRIM;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;21;186,09
WELLS;PHARMA;WLS ALHOS VEDROS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WLS VILA REAL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;45;404,55
WELLS;PHARMA;WLS AMARANTE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS S.JOÃO TALHA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;24;215,76
WELLS;PHARMA;WLS BARCELOS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WLS POMBAL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;12;106,98
WELLS;PHARMA;WLS PALMELA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;143,84
WELLS;PHARMA;WLS MACHICO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;15;134,85
WELLS;PHARMA;WLS MANGUALDE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WLS MEM MARTINS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;169,91
WELLS;PHARMA;WLS GULPILHARES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS VIVACI CALDAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;259,81
WELLS;PHARMA;WLS GUARDA VIVACI;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;10;89,9
WELLS;PHARMA;WLS RIO TINTO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;169,91
WELLS;PHARMA;WLS GUIA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;43;386,57
WELLS;PHARMA;WLS FÓRUM COIMBRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS TELHEIRAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS SEIXAL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;37;332,63
WELLS;PHARMA;WLS STO TIRSO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS VIVEIROS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;19;170,81
WELLS;PHARMA;WLS ALCOBAÇA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS GAIA RECHOUSA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;42;377,58
WELLS;PHARMA;WLS ARROJA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;7;62,93
WELLS;PHARMA;WLS BRAGA AV LIBER;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;9;80,91
WELLS;PHARMA;WLS OVAR;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;42;374,88
WELLS;PHARMA;WLS VASCO DA GAMA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;67;599,63
WELLS;PHARMA;WLS BEJA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;57;510,63
WELLS;PHARMA;WLS PINHAL NOVO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;33;296,67
WELLS;PHARMA;WLS MADEIRA SHOPPING;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;38;341,62
WELLS;PHARMA;WLS PAREDES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;34;305,66
WELLS;PHARMA;WLS OURÉM;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;38;341,62
WELLS;PHARMA;WLS MONTIJO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;35;314,65
WELLS;PHARMA;WLS QUINTA DO CONDE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;223,85
WELLS;PHARMA;WLS ARRÁBIDA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS POVOA VARZIM;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;46;413,54
WELLS;PHARMA;WLS BARREIRO(CNT);2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;31;276,89
WELLS;PHARMA;WLS CANEDO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;21;188,79
WELLS;PHARMA;WLS BRAGANÇA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;30;269,7
WELLS;PHARMA;WLS PENICHE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;38;340,72
WELLS;PHARMA;WLS FAMALICAO RUA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;7;62,93
WELLS;PHARMA;WLS  LAMEGO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;20;179,8
WELLS;PHARMA;WLS S.MARTINHO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;26;233,74
WELLS;PHARMA;WLS AV ROMA II;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;8;71,92
WELLS;PHARMA;WLS MINHO CENTER;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;60;537,6
WELLS;PHARMA;WLS BOMBARRAL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;49;440,51
WELLS;PHARMA;WLS VAGOS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;13;116,87
WELLS;PHARMA;WLS PADRÃO LÉGUA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;14;125,86
WELLS;PHARMA;WLS-VENDAS NOVAS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;17;152,83
WELLS;PHARMA;WLS ESTORIL;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;26;233,74
WELLS;PHARMA;WELLS CARREGADO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;26;232,84
WELLS;PHARMA;WELLS NOVA ARCADA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;39;349,71
WELLS;PHARMA;WELLS CARNAXIDE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;5;44,95
WELLS;PHARMA;WLS ARRABIDA SHOPP;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;5;44,95
WELLS;PHARMA;WELLS CNT LOULE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;32;287,68
WELLS;PHARMA;WELLS CASTRO DAIRE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;21;188,79
WELLS;PHARMA;WELLS SEIA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;196,88
WELLS;PHARMA;WELLS VIEIRA LEIRIA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;23;205,87
WELLS;PHARMA;WELLS ENTRONCAMENTO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;13;116,87
WELLS;PHARMA;WLS MH VRS ANTONIO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;14;125,86
WELLS;PHARMA;WLS RUA DA PALMA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;12;107,88
WELLS;PHARMA;WELLS VALENÇA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;31;276,89
WELLS;PHARMA;WELLS BRAGA QT PORTA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS GAIA SHOPPING;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;12;106,08
WELLS;PHARMA;WLS CAMPO 24 AGOSTO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WLS LEIRIA MARRAZES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;142,04
WELLS;PHARMA;WLS VILA VERDE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;14;125,86
WELLS;PHARMA;WLS MONTE CAPARICA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;9;80,91
WELLS;PHARMA;WELLS ALPENDURADA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;27;242,73
WELLS;PHARMA;WLS ÓBIDOS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;15;134,85
WELLS;PHARMA;WLS SOBR M AGRAÇO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;17;152,83
WELLS;PHARMA;WLS AVEIRO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;46;413,54
WELLS;PHARMA;WLS GAIA CNT;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;50;449,5
WELLS;PHARMA;WLS CASTELO BRANCO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;28;251,72
WELLS;PHARMA;WLS CALDAS DA RAINHA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;54;485,46
WELLS;PHARMA;WLS CANTANHEDE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;28;251,72
WELLS;PHARMA;WLS V.F. XIRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;32;287,68
WELLS;PHARMA;WLS S.J.MADEIRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;55;494,45
WELLS;PHARMA;WLS ALBUFEIRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;45;403,65
WELLS;PHARMA;WLS COIMBRA (MCH);2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WLS MOITA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;39;349,71
WELLS;PHARMA;WLS MONÇÃO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;23;205,87
WELLS;PHARMA;WLS CHAVES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;11;98,89
WELLS;PHARMA;WLS MAIA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;47;422,53
WELLS;PHARMA;WLS MOZELOS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;27;242,73
WELLS;PHARMA;WLS TAPADA MERCES;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS PORTIMAO II;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS MAFRA MH;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;28;251,72
WELLS;PHARMA;WLS MAIA VIVACI;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;38;340,72
WELLS;PHARMA;WLS OVAR (MH);2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;41;367,69
WELLS;PHARMA;WLS VIZELA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WLS CACÉM;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;21;187,89
WELLS;PHARMA;WLS SINTRA (LOUREL);2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;25;224,75
WELLS;PHARMA;WELLS S.JOÃO DA FOZ;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;6;53,94
WELLS;PHARMA;WELLS FÁTIMA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS CARCAVELOS;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;21;188,79
WELLS;PHARMA;WLS FIGUEIRA FOZ;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;22;197,78
WELLS;PHARMA;WLS LAVRA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;14;125,86
WELLS;PHARMA;WLS ALCOCHETE;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;16;143,84
WELLS;PHARMA;WLS ESPINHO;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;18;161,82
WELLS;PHARMA;WELLS ALTO DO LUMIAR;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;29;260,71
WELLS;PHARMA;WELLS ARRUDA DOS VIN;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;18;161,82
WELLS;PHARMA;WELLS AVANCA;2026M04;;;2999157;00000008665604;ILVICO N 20 CP DOR E FEBRE;15;134,85
