Store Banner;Store Channel;Store Name;Month (Real);Product Group 2;Brand;Cust Item Number;Source Item GTIN;Product Name;POS Unit Sales;Pos Value Sales
WELLS;PHARMA;WLS FAMALICAO RUA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;1;11,99
WELLS;PHARMA;WLS SM DA FEIRA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;4;47,96
WELLS;PHARMA;WELLS CASTRO DAIRE;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;1;11,99
WELLS;PHARMA;WELLS BRAGA QT PORTA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;3;35,97
WELLS;PHARMA;WLS Fernão Ornelas;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;1;11,99
WELLS;PHARMA;WLS PORTELA RALIS;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;1;11,99
WELLS;PHARMA;WLS ALVERCA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;5;59,95
WELLS;PHARMA;WLS LEIRIA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;2;23,98
WELLS;PHARMA;WLS MONTE CAPARICA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;4;47,96
WELLS;PHARMA;WLS BAGUIM DO MONTE;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;3;35,97
WELLS;PHARMA;WLS SINES;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;6;71,94
WELLS;PHARMA;WLS SANTAREM;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;5;59,95
WELLS;PHARMA;WLS 5 OUTUBRO;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;3;35,97
WELLS;PHARMA;WELLS CARNAXIDE;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;1;11,99
WELLS;PHARMA;WLS CAMPO GRANDE;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;1;11,99
WELLS;PHARMA;WLS REGUA;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;3;35,97
WELLS;PHARMA;WLS MONTIJO;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;2;22,78
WELLS;PHARMA;WLS FARO (MDL);2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;3;34,77
WELLS;PHARMA;WLS VAGOS;2026M04;Oral Care;Kukident;5218279;08470001618801;KUKIDENT DOBLE ACCION 40 GR;2;23,98
WELLS;PHARMA;WLS V. PRAIA ANCORA;2026M04;Oral Care;Kukident;6697571;08700216594868;Kukident Pro Plus Firmeza ao Mastigar Sem Sabor 60g;3;45,57
WELLS;PHARMA;WLS CAMPO 24 AGOSTO;2026M04;Oral Care;Kukident;6697571;08700216594868;Kukident Pro Plus Firmeza ao Mastigar Sem Sabor 60g;6;95,94
WELLS;PHARMA;WELLS ST MARIA LAMAS;2026M04;;;7407620;00000007492595;ZZZQUIL MELATONINA 30 GOMAS;2;29,12
WELLS;PHARMA;WLS MONTE CAPARICA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS LEIRIA MARRAZES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS TORRES V ARENES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CALDAS RAINHA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS - PENAFIEL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WELLS TONDELA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS SINES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;6;65,94
WELLS;PHARMA;WLS FORUM MONTIJO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ARRÁBIDA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS VIANA DO CASTELO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ALMEIRIM;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS V.F. XIRA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS TELHEIRAS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS GUARDA VIVACI;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS VILA REAL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS STO TIRSO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ALCOBAÇA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS VASCO DA GAMA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;5;54,95
WELLS;PHARMA;WLS COLOMBO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CARVALHOS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS PORTO ALTO II;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WELLS AVEIRO ESTACAO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS ODIAXERE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WELLS VALENÇA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS VIA CATARINA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS ESMORIZ;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS AVEIRO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS BOMBARRAL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WELLS ALTO DO LUMIAR;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS LOULÉ MDL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ALTA LISBOA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;7;76,93
WELLS;PHARMA;WLS SPACIO OLIVAIS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS MADEIRA SHOPPING;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS GAFANHA NAZARE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS MONTIJO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;6;65,94
WELLS;PHARMA;WLS VAGOS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS ÓBIDOS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS PENICHE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ALVERCA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS BEJA RETAIL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS OIA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS FARO (MDL);2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS PORTIMAO II;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS T.NOVAS MDL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS GUIMARAES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS BENFICA CC;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS-VENDAS NOVAS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS MIRANDEL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS PAIVA COUCEIRO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS VILA CONDE BD;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ESTARREJA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS MOSCAVIDE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WELLS CNT LOULE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ILHAVO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS TAVIRA G PLAZA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS PORTIMÃO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS GAIA RECHOUSA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS S.JOÃO TALHA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;31,87
WELLS;PHARMA;WLS VISEU;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS FAFE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS STO CAVALEIROS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS VIZELA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS MINHO CENTER;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS SAO MARCOS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WELLS ENTRONCAMENTO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ALCOCHETE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS LEIRIA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS FANZERES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS MH VRS ANTONIO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS QUINTA MARQUES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;ECOMMERCE;WELLS ONLINE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS SANTIAGO CACEM;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS SEIXAL RP;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS OVAR (MH);2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS POVOA VARZIM;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS MATOSINHOS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;8;87,92
WELLS;PHARMA;WLS VIALONGA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS LAGOS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;5;54,95
WELLS;PHARMA;WLS ALBUFEIRA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;5;54,95
WELLS;PHARMA;WLS FELGUEIRAS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS MEM MARTINS;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS GRANDOLA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WELLS SEIA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS SAO B ALPORTEL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS ESPOSENDE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS SILVES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS AVINTES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS LEÇA DO BALIO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS OLHÃO (MDL);2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS GRIJÓ;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS EVORA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS SOBREDA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS LOURES SHOP II;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS LISBOA MARECHAL;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS FIGUEIRA FOZ;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CARTAXO;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;5;54,95
WELLS;PHARMA;WLS ARMACAO PERA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS CHAVES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CANTANHEDE;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WELLS FÁTIMA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS TAPADA MERCES;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS ESTREMOZ;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS MOITA;2026M04;Health Care;Vicks;8190317;08700216325448;VICKS SYRUP HONEY DRY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS VIA CATARINA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS Odivelas D.Dinis;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS PORTO ALTO II;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WELLS TONDELA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS LAGOS;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS OVAR (MH);2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS PORTIMAO II;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS FORUM MONTIJO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;5;54,95
WELLS;PHARMA;WLS CHAVES;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS EVORA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS PONTE LIMA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS STO TIRSO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS VILA DO CONDE;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS S.J.MADEIRA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS VASCO DA GAMA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;7;76,93
WELLS;PHARMA;WLS MOITA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;3;32,97
WELLS;PHARMA;WELLS CHARNECA CAPAR;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;20,88
WELLS;PHARMA;WLS MINHO CENTER;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CALDAS RAINHA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS MH VRS ANTONIO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ESTARREJA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS AQUA PORTIMAO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS CANCELA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS ODIAXERE;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS VILA CONDE BD;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WELLS PONTE DA BARCA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS LOULÉ MDL;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS ALTA LISBOA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;6;65,94
WELLS;PHARMA;WLS V.F. XIRA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS PINHAL NOVO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS ARRÁBIDA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WELLS ERMESINDE;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS CBD CHAVES;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS GRANDOLA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS S.FELIX MARINHA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS GUARDA MH;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;4;43,96
WELLS;PHARMA;WLS S.MARTINHO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WELLS ENTRONCAMENTO;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS VIALONGA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WELLS Parchal;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CAMPO GRANDE;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS FARO (MDL);2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS CALDAS DA RAINHA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS ESMORIZ;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS BEJA RETAIL;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;3;32,97
WELLS;PHARMA;WLS TIRES;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
WELLS;PHARMA;WLS MAFRA MH;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS MATOSINHOS;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;1;10,99
WELLS;PHARMA;WLS PALMELA;2026M04;Health Care;Vicks;8190318;08700216325271;VICKS SYRUP HONEY CHESTY H 180 ML PT;2;21,98
